Респондент,Сообщество,"Среднегодовой.доход,.тыс..$","Объем.потребленного.алкоголя.в.год,.л.",Количество.членов.семьи,Количество.лет.образования,"Доля.от.дохода.семьи.которая.тратится.на.продовольствие,.%",Коэффициент.Джини.сообщества,"Издержки.сообщества.на.окружающую.среду,.млн..$","Охват.беспроводной.связи.в.сообществе,.%","Количество.смертей.от.вирусных.и.респираторных.заболеваний.в.сообществе,.тыс..человек",Волатильность.потребительских.цен.в.сообществе,Ощущаемое.счастье
1278,477,42.578,66,5,6,70,0.820651217640957,80.71,0.189555130101547,12.76,2.14620756078854,Hopeless
1287,195,469.077,40,3,23,35,0.911736767598842,50.88,0.197103831746231,23.73,0.515048935591352,Doing well
1296,213,498.873,29,6,14,22,0.115038316705218,310.23,0.831476402148554,2.31,6.38102240689995,Blooming
1298,592,158.282,46,1,22,32,0.679445384390231,111.85,0.337053848787332,12.98,1.90863866063716,Doing well
1299,122,111.003,51,1,13,49,0.578024491890954,85.98,0.219040197074486,12.51,1.62599996243596,Suffering
1303,375,32.201,67,2,9,67,0.871358239351454,18.56,0.14810869803999,33.36,0.535397148128127,Hopeless
1304,300,763.276,55,12,17,50,0.333658668445552,249.6,0.581667180384154,11.97,5.56991409314788,Doing well
1306,124,89.864,59,5,14,66,0.638292965216583,141.1,0.418547105162624,13.17,3.87125006357653,Depressed
1312,229,155.143,77,2,7,70,0.945257397956818,30.58,0.205119393318445,24.28,0.330733076922608,Hopeless
1318,128,623.1,48,4,12,49,0.763464333734239,63.07,0.153217679574314,13.08,1.88435893436914,Coping
1325,5,91.548,35,2,21,24,0.0909829783550237,322.58,0.846661052323157,3.28,7.0,Thriving
1326,541,67.621,64,1,10,65,0.256219154319513,334.65,0.678757932323178,0.81,5.50922019710455,Coping
1331,66,203.808,51,2,11,49,0.325045009079119,267.07,0.530042942357017,11.97,5.48492610102162,Just ok
1346,202,128.231,74,2,6,73,0.34020747354124,310.06,0.702674368076988,2.04,5.52321888243091,Strugglng
1348,145,387.466,49,5,17,50,0.155018774260581,346.58,0.819313952950405,1.56,6.71341359404987,Thriving
1356,509,59.996,70,5,6,66,0.178730467419508,328.55,0.868077368671302,2.82,6.52372256143539,Strugglng
1360,450,119.076,70,2,6,71,0.868561041503993,94.84,0.161400397231123,13.0,1.77027173968032,Depressed
1377,388,884.323,43,1,19,36,0.0462630620715957,368.06,0.900484699886941,2.35,6.43500188228957,Prospering
1379,257,772.138,47,2,18,51,0.787911233715602,93.35,0.22971920037571,12.38,1.6952869411273,Just ok
1381,77,1067.059,40,1,21,27,0.286866267616159,316.1,0.660196323180729,0.54,5.59956321122201,Prospering
1382,224,199.857,40,11,20,25,0.883402847524585,14.65,0.177723519671436,33.63,0.556826005746865,Strugglng
1395,298,72.569,51,1,13,52,0.49472773922302,196.64,0.542334973019398,11.83,3.73067105471245,Strugglng
1399,454,677.641,48,1,22,39,0.186247039471976,315.28,0.839198994164683,1.98,6.52342344253369,Prospering
1406,441,524.08,37,4,21,27,0.429334336797946,230.49,0.530143581350039,12.32,5.19407099443725,Thriving
1417,405,229.587,32,3,23,30,0.804385410262087,0.0,0.20999003367398,32.87,0.530945721898126,Doing well
1419,425,18.433,66,1,6,65,0.858441220719571,62.48,0.2416551439808,13.5,2.06035617507229,Hopeless
1423,431,101.07,38,1,21,32,0.0213355195900683,372.21,0.821933999518391,2.56,6.61238524308366,Thriving
1434,7,301.319,33,7,23,31,0.891368964122407,19.66,0.121698622519421,33.82,0.563344581341106,Just ok
1439,182,789.726,55,6,14,51,0.963565794717492,52.28,0.181520581412795,33.6,0.585205542241012,Coping
1468,247,770.693,48,4,14,52,0.638816925405128,173.09,0.361605822962028,12.01,3.84461254485484,Coping
1470,560,110.617,83,9,6,61,0.383783189419231,237.84,0.470122440346716,13.18,5.28654774715469,Depressed
1477,271,507.479,50,4,17,42,0.468320240340535,192.92,0.577149423319829,12.34,3.92196965406576,Doing well
1478,267,828.882,42,6,21,42,0.882718945848045,42.62,0.201480734522021,33.66,0.393937048557384,Just ok
1490,59,847.655,47,5,21,42,0.734392811842712,186.45,0.345569232201419,12.4,3.76109550595866,Blooming
1506,52,168.502,68,2,6,65,0.815005548346837,67.48,0.159918344164986,32.58,0.223979126963973,Hopeless
1510,276,161.987,59,4,12,48,0.696108199112872,85.21,0.259062626622747,12.64,1.85528467587388,Suffering
1512,566,379.068,49,7,9,47,0.635868326283836,78.78,0.240156647447716,13.42,2.01510268828203,Depressed
1516,561,325.119,49,1,16,46,0.67704582020751,151.99,0.388414810771297,13.26,3.89569878664323,Doing well
1530,381,385.187,52,3,10,48,0.475595181446159,223.95,0.574755173700436,11.37,3.75311110391318,Coping
1563,172,160.398,65,4,6,67,0.568859141740411,190.43,0.523554683843539,12.74,3.64459387744135,Depressed
1564,551,404.255,55,2,10,49,0.764072626756002,93.29,0.261139494609312,13.12,1.98882971027018,Suffering
1566,284,169.378,46,3,20,37,0.604355223695314,174.6,0.5913414167755,12.41,3.81475657633298,Doing well
1570,220,736.622,51,4,12,46,0.542422325929396,196.58,0.529868569938189,13.05,3.8070730920111,Coping
1576,407,655.364,47,3,15,50,0.636211101175586,132.77,0.308382950647382,11.91,1.89803663176459,Coping
1586,252,89.497,57,1,6,65,0.693252253552711,76.55,0.287930216900168,11.59,1.88999559619127,Depressed
1596,113,148.227,58,4,13,45,0.199116036401928,356.13,0.825421357409278,2.3,6.35815188726248,Just ok
1607,316,136.828,73,7,7,66,0.620468859193419,144.79,0.385055251773884,11.87,3.63353118836508,Depressed
1616,100,79.682,69,1,9,65,0.65703778258962,154.61,0.350385328572934,12.44,3.82230738784362,Depressed
1622,329,457.39,45,6,17,46,0.741565743403192,138.14,0.301865542782258,12.8,2.0680019005138,Coping
1631,253,145.175,48,1,12,45,0.928275201461015,13.02,0.262768542238249,23.91,0.538216284029001,Depressed
1637,520,953.415,41,3,21,30,0.311284949588475,240.57,0.504245492852762,12.58,5.2089496848587,Prospering
1639,71,263.995,54,2,14,49,0.318600606180897,276.05,0.503593024487008,12.77,5.19255685166364,Just ok
1641,319,403.911,41,4,15,37,0.520363813945298,226.52,0.560581751549808,12.52,3.67106497406013,Just ok
1652,269,1033.852,36,6,22,37,0.676608397870747,95.1,0.285346205712505,11.34,1.9807803062188,Blooming
1667,423,88.601,45,3,13,44,0.608083768272002,197.16,0.330139764949959,14.18,3.77148688381524,Suffering
1671,60,308.997,52,2,11,49,0.367252896955796,266.72,0.563286716212476,12.4,5.27738680911711,Just ok
1678,407,135.111,63,3,5,67,0.636211101175586,132.77,0.308382950647382,11.91,1.89803663176459,Depressed
1679,216,118.807,76,1,5,62,0.117409943199887,343.8,0.886060771242815,1.38,6.72450049145986,Strugglng
1684,248,480.263,48,5,14,48,0.82230574801648,62.73,0.232294316698199,10.28,1.80300259370838,Suffering
1708,143,116.544,73,8,5,74,0.818887240201266,74.25,0.195233542813564,14.5,1.85369194579303,Hopeless
1722,139,76.028,62,7,5,65,0.495150787692292,176.23,0.507630386593767,12.95,3.618198770675,Hopeless
1725,130,783.229,47,9,22,36,0.695630431339658,118.28,0.290033452914617,13.48,1.72399446349004,Blooming
1726,131,788.114,42,2,18,39,0.579179931690676,211.99,0.495787193084798,12.48,3.90300062047982,Blooming
1734,563,177.32,69,1,10,61,0.747852555877111,180.5,0.41217810226834,12.53,4.05827292779923,Suffering
1737,81,395.29,53,3,9,43,0.384137565580955,309.42,0.724449691147134,1.75,5.26662828847858,Just ok
1747,396,111.281,46,8,15,47,0.707418773945824,126.68,0.272778670497374,11.75,1.90047783205571,Suffering
1748,428,369.278,39,8,21,26,0.746025612436404,118.38,0.257996597393829,11.58,1.88324800063345,Doing well
1749,469,200.406,62,5,6,65,0.828859553349725,23.26,0.163796136033351,23.32,0.41550533329238,Hopeless
1750,466,63.083,44,6,17,48,0.666922238369294,146.86,0.388929005161373,13.12,3.94294221672823,Suffering
1751,325,162.281,52,1,11,45,0.156703197960207,315.47,0.920391692277141,2.51,6.55979563564923,Just ok
1753,231,592.355,42,5,25,29,0.9078882603404,52.8,0.268805576751655,12.51,1.62508634374452,Doing well
1754,430,681.784,42,8,16,48,0.882510855751356,47.12,0.178884936648169,33.0,0.199959958169103,Coping
1760,478,343.976,54,3,10,47,0.873147578028982,82.13,0.244119979287199,13.09,1.60910636917903,Suffering
1762,580,990.866,30,2,25,31,0.901697820833209,44.69,0.180669020292813,32.79,0.498536942476604,Blooming
1763,78,591.147,50,4,13,45,0.695405665753619,93.1,0.294960920357009,12.73,2.03824928643949,Coping
1774,592,140.314,50,11,14,49,0.679445384390231,111.85,0.337053848787332,12.98,1.90863866063716,Suffering
1778,431,41.019,53,8,9,43,0.0213355195900683,372.21,0.821933999518391,2.56,6.61238524308366,Coping
1792,126,73.983,54,4,6,68,0.627187924196421,129.92,0.225314943448788,13.42,2.10009388335616,Depressed
1795,109,63.96,43,7,22,40,0.0759058085092309,380.2,0.811014275383708,1.09,6.5561960902038,Thriving
1800,3,460.792,35,8,27,34,0.368281942569396,232.37,0.571463819028342,13.4,5.40111954049614,Thriving
1818,53,895.5,40,1,22,35,0.424993858319437,263.52,0.516324975881431,12.33,5.60885947905563,Prospering
1826,0,402.192,38,7,23,32,0.752713250250207,126.0,0.446738783920045,12.56,3.90329989652534,Doing well
1829,573,1053.373,36,11,23,32,0.768844583025794,137.02,0.256615954750042,12.88,1.73758066131032,Blooming
1830,247,805.504,43,5,14,47,0.638816925405128,173.09,0.361605822962028,12.01,3.84461254485484,Coping
1832,53,909.665,31,6,22,33,0.424993858319437,263.52,0.516324975881431,12.33,5.60885947905563,Thriving
1839,190,283.654,32,8,22,26,0.37514206032391,260.57,0.549302328994688,12.19,5.33306869000759,Thriving
1842,276,285.099,47,4,20,39,0.696108199112872,85.21,0.259062626622747,12.64,1.85528467587388,Doing well
1858,486,120.555,27,6,12,28,0.922569863531595,29.31,0.202457990456884,22.41,0.474662500994035,Suffering
1860,201,291.29,49,2,11,48,0.058414609088433,321.09,0.872407058528416,2.83,6.42409257059697,Just ok
1865,373,731.678,46,3,15,46,0.749635555811,125.3,0.2510432762305,12.83,1.81634222059326,Coping
1870,347,85.729,63,5,8,65,0.636633851291568,165.46,0.33509585753109,11.98,3.75301268665649,Depressed
1881,209,1342.578,24,5,13,25,0.824763678096831,47.39,0.185789776647603,22.23,0.498364377574329,Just ok
1885,229,343.678,53,5,10,47,0.945257397956818,30.58,0.205119393318445,24.28,0.330733076922608,Depressed
1894,20,535.226,37,2,19,39,0.889194439310437,42.15,0.157015173416294,11.23,1.89223408013864,Doing well
1896,142,255.647,52,1,12,49,0.444725007544522,245.48,0.598467703057769,12.82,5.74975725495015,Just ok
1903,572,862.336,41,3,21,32,0.165173078393416,359.14,0.87973729766553,1.17,6.63150948441736,Prospering
1910,510,143.077,71,2,6,70,0.927873922817043,54.76,0.220680606363292,13.53,1.78808497892616,Hopeless
1912,133,146.636,28,5,22,24,0.859391925578487,0.86,0.147278917668705,34.56,0.569381463730513,Doing well
1926,75,96.459,56,2,12,48,0.113064160167985,335.27,0.846600654109442,3.25,6.69987546651495,Just ok
1941,412,87.857,37,3,15,47,0.294274748451635,299.35,0.699969448161596,2.09,5.57979063202236,Just ok
1951,481,124.525,71,5,9,62,0.891396782356889,58.33,0.196942889157469,11.59,1.77547156839387,Depressed
1959,465,70.398,55,12,10,48,0.795348690831329,33.07,0.155137603898106,32.91,0.371558710793314,Hopeless
1971,19,83.862,52,4,12,48,0.190480155100567,304.54,0.834215551432253,2.49,6.13115089852924,Just ok
1973,9,341.123,36,7,19,42,0.823419981438586,17.48,0.202835154611312,23.72,0.311139374446683,Coping
1974,43,183.653,67,10,6,66,0.13252707327975,323.76,0.870231455831262,2.58,6.3613050094386,Strugglng
1978,253,123.478,57,1,12,45,0.928275201461015,13.02,0.262768542238249,23.91,0.538216284029001,Depressed
1981,543,200.532,55,4,13,50,0.109902372455036,311.99,0.872554421596275,1.33,6.37352073627504,Just ok
1991,564,775.129,45,3,20,37,0.496887228895464,187.16,0.581259897768735,11.58,3.93543277097266,Blooming
2000,512,138.205,73,7,9,64,0.923588231197677,35.52,0.211351970088153,22.23,0.591855936192321,Hopeless
2005,136,110.616,52,1,14,45,0.664771246793743,162.68,0.359272839834939,13.13,3.83183634167361,Suffering
2006,279,168.412,44,4,20,38,0.682117492928375,134.68,0.33126323859504,12.66,3.55005750381042,Doing well
2009,558,204.176,78,8,8,69,0.477274358028004,208.71,0.474305298847145,11.94,3.78072347106783,Depressed
2028,14,349.935,47,1,12,46,0.570557442891639,198.01,0.494350341497268,11.95,3.6793153389044,Strugglng
2030,471,61.656,66,5,6,67,0.273412658787799,319.52,0.722546138055201,0.63,5.51235955387986,Strugglng
2033,499,777.38,30,7,15,27,0.163674387788238,359.97,0.872198687435707,0.98,6.62618288413583,Thriving
2034,563,337.209,52,3,16,46,0.747852555877111,180.5,0.41217810226834,12.53,4.05827292779923,Just ok
2039,292,192.848,56,9,10,48,0.546059398375441,190.43,0.49015564788132,12.87,3.62963928838034,Suffering
2048,546,299.701,41,11,12,47,0.121660446358795,400.0,0.84712473461048,0.88,6.51028153233276,Just ok
2055,588,673.656,51,2,20,40,0.569944423721579,189.21,0.526513670224827,13.26,3.78594135070556,Blooming
2071,185,642.313,52,9,14,48,0.871825214033928,39.23,0.162125100224281,22.08,0.0257611547079128,Coping
2080,86,317.017,47,3,13,46,0.068745292387409,388.09,0.859208209903733,1.87,6.45809637891799,Doing well
2091,406,94.747,71,1,6,63,0.774185640743697,58.9,0.195459155746757,11.31,1.60188689939744,Depressed
2097,251,538.112,48,1,14,49,0.665836596115086,168.63,0.331678499230585,12.92,3.79141966670029,Coping
2098,501,224.406,61,2,8,67,0.924611918738412,17.91,0.145321350413026,34.2,0.729659575093084,Hopeless
2108,132,476.362,39,6,20,30,0.798876549097766,93.93,0.1601657341663,11.99,1.7356991412014,Doing well
2140,138,776.658,44,10,18,37,0.12638058284263,339.81,0.833584653784486,1.7,6.62274324921044,Thriving
2142,231,106.607,64,10,8,66,0.9078882603404,52.8,0.268805576751655,12.51,1.62508634374452,Hopeless
2148,536,630.903,44,4,12,47,0.343560093247299,241.6,0.528786260050233,12.64,5.32929074714545,Just ok
2153,390,605.664,35,2,20,30,0.356138801997474,260.35,0.497795994367275,12.09,5.54603244721637,Thriving
2159,491,206.809,49,4,10,48,0.963755515835684,9.89,0.163012250888096,31.4,0.482081316536717,Depressed
2173,172,733.664,52,7,14,47,0.568859141740411,190.43,0.523554683843539,12.74,3.64459387744135,Coping
2175,449,388.708,52,10,7,64,0.0469041630544133,357.43,0.884289142272144,0.93,6.69979389888137,Coping
2178,366,76.854,35,3,19,30,0.6275135114067,148.54,0.316112697632404,11.78,3.83952542911645,Doing well
2184,451,80.211,61,1,9,63,0.858885172806676,93.48,0.169359863396543,12.57,2.21663165847304,Depressed
2187,386,794.845,33,4,22,29,0.577510361847627,200.37,0.478913869279672,12.82,3.65866476440274,Thriving
2199,372,191.016,54,3,8,59,0.556006948947243,176.6,0.573164199061044,11.91,3.61747390078291,Suffering
2204,364,738.543,46,6,22,31,0.120966453168696,309.38,0.873998245124067,2.26,6.38966714043554,Prospering
2206,297,236.368,76,9,7,63,0.189137134352805,336.39,0.913232532616335,1.57,6.55765385217386,Strugglng
2217,328,132.396,48,4,11,47,0.4081567583178,325.43,0.634360392377946,1.55,5.22445882947675,Coping
2227,259,807.743,55,9,15,43,0.855852390643453,27.05,0.121965652633479,32.16,0.10250305109051,Coping
2228,503,23.054,72,7,7,63,0.327369622722326,321.72,0.711743594293086,1.27,5.42294822803893,Strugglng
2238,311,609.13,47,1,16,46,0.531803812335937,178.95,0.527735637833719,12.65,3.87353905308003,Doing well
2243,583,245.122,48,5,15,51,0.214929114543409,317.71,0.899883999815275,1.69,6.66596616459357,Just ok
2245,148,56.044,70,2,10,67,0.35277329370408,303.19,0.677503927549545,0.93,5.21864984518549,Strugglng
2252,445,520.996,46,5,18,35,0.634367162006462,98.19,0.277267288658844,13.47,1.70381420593311,Just ok
2262,490,506.757,46,7,19,39,0.363886749203553,323.94,0.799367037402389,1.02,5.45437837723214,Thriving
2271,177,764.458,39,1,15,46,0.334123705808704,309.38,0.70009431998203,2.52,5.52311768009683,Thriving
2278,502,273.782,40,9,18,35,0.18203814844581,334.02,0.87467989736524,2.32,6.22537466868996,Thriving
2279,442,281.563,27,10,15,24,0.844521054862993,44.42,0.206735472885082,13.21,1.73632308461796,Suffering
2298,505,39.415,66,6,8,62,0.134063270087272,304.84,0.834872421118618,2.5,6.50210894670437,Strugglng
2301,60,563.897,42,6,11,45,0.367252896955796,266.72,0.563286716212476,12.4,5.27738680911711,Just ok
2316,519,778.354,40,2,19,41,0.841675802373057,21.94,0.173420439511949,21.86,0.264489494033768,Just ok
2329,122,42.336,77,3,7,68,0.578024491890954,85.98,0.219040197074486,12.51,1.62599996243596,Depressed
2332,368,166.97,75,6,6,59,0.880509249122969,71.57,0.197847800854627,14.19,2.07199850339566,Hopeless
2354,40,52.517,66,2,7,63,0.371219676336388,318.37,0.697380598516865,2.5,5.66049029673894,Strugglng
2361,421,335.244,44,1,15,49,-0.0498537333574985,348.08,0.898103475507309,1.02,6.68439265917479,Thriving
2366,13,57.614,62,1,7,67,0.236895943035079,294.93,0.64388359921307,1.55,5.95537222577135,Strugglng
2372,309,388.027,51,5,16,47,0.817942948782611,53.58,0.134262864634824,12.24,1.71263895020196,Suffering
2378,496,25.395,62,5,7,65,0.183949561512874,325.73,0.818354186917212,0.81,5.95773312091633,Strugglng
2384,50,233.966,55,5,14,45,0.374611930831667,287.76,0.712774736752596,1.81,5.53831161258742,Just ok
2386,277,114.288,51,8,15,42,0.527407827178868,179.95,0.523720855412531,12.68,3.66536852432985,Strugglng
2387,243,760.277,44,12,15,43,0.921815687012039,59.51,0.227328732443979,13.41,1.78970550848097,Strugglng
2398,272,582.092,32,9,22,25,0.902970480484622,40.52,0.181846523348745,24.07,0.319426253732511,Coping
2408,213,62.877,67,2,8,65,0.115038316705218,310.23,0.831476402148554,2.31,6.38102240689995,Strugglng
2410,175,368.295,33,7,23,28,0.884495800304377,68.65,0.143607128917934,13.0,1.40771264310221,Doing well
2421,454,117.285,67,3,5,67,0.186247039471976,315.28,0.839198994164683,1.98,6.52342344253369,Strugglng
2439,473,332.617,60,2,6,64,0.364146410529362,246.84,0.532461181013929,12.97,5.36015217572863,Strugglng
2444,88,81.587,67,7,4,65,0.878883261029564,66.3,0.199068919777584,13.07,1.8947047355996,Hopeless
2445,240,592.98,54,2,12,45,0.403553561837403,284.76,0.53819014253131,13.52,5.49016455005469,Just ok
2448,146,83.889,32,4,20,28,0.937178323580157,59.06,0.19510099884799,23.02,0.502502659545214,Just ok
2457,221,653.523,55,8,19,43,0.92333171146711,16.56,0.175914158362273,32.63,0.347596246239806,Coping
2463,424,175.684,50,12,14,46,0.3315985526396,287.68,0.709467902066036,2.75,5.35552786708009,Just ok
2470,188,280.07,53,1,11,45,0.664352319111875,104.95,0.188509918860018,11.98,1.86276994322266,Suffering
2474,332,76.198,55,3,11,51,0.872569895760954,17.72,0.174977446131937,23.52,0.620520246979563,Depressed
2482,530,235.758,60,4,5,62,0.0862539887339418,366.01,0.93380932553134,1.3,6.57089457608674,Strugglng
2492,25,1438.473,25,6,18,27,0.850062925341514,11.52,0.108712459331817,32.21,0.288522071532429,Doing well
2505,450,255.444,54,9,12,47,0.868561041503993,94.84,0.161400397231123,13.0,1.77027173968032,Depressed
2507,359,823.309,44,5,21,30,0.381215550897287,291.22,0.741072660381439,1.76,5.58864302922449,Prospering
2508,563,583.173,54,4,13,47,0.747852555877111,180.5,0.41217810226834,12.53,4.05827292779923,Coping
2516,114,647.467,46,9,13,47,0.751101814552243,98.83,0.301474044200513,13.24,1.63294583645404,Coping
2522,115,56.034,51,2,16,42,0.993755709275839,48.15,0.229781335151385,21.64,0.612630702287929,Suffering
2529,499,445.29,51,2,21,37,0.163674387788238,359.97,0.872198687435707,0.98,6.62618288413583,Prospering
2533,283,223.057,52,4,21,39,0.696249836922808,147.68,0.378019862165936,10.99,3.66666111377477,Doing well
2536,190,132.047,47,7,9,45,0.37514206032391,260.57,0.549302328994688,12.19,5.33306869000759,Strugglng
2545,416,280.573,49,6,14,46,0.206125197143885,325.38,0.872986919691175,3.11,6.18284101419676,Just ok
2552,477,39.32,81,8,8,65,0.820651217640957,80.71,0.189555130101547,12.76,2.14620756078854,Hopeless
2561,324,198.129,44,6,9,48,0.871211397507335,78.19,0.176316511642927,11.31,1.7638488792697,Depressed
2563,211,94.823,71,1,10,69,0.71467329659556,106.52,0.288403534977327,12.66,2.01401611197781,Depressed
2573,68,550.393,29,5,12,29,0.856790915272115,41.94,0.216651096755021,13.28,1.84823715370054,Strugglng
2578,428,363.585,31,6,24,32,0.746025612436404,118.38,0.257996597393829,11.58,1.88324800063345,Doing well
2588,513,738.323,55,1,14,47,0.908376713929501,48.58,0.194935529971343,13.49,2.03138220109991,Coping
2592,194,272.818,47,10,18,48,0.881701145603031,47.54,0.132217715337375,12.73,2.19607869309945,Suffering
2594,483,338.435,37,1,20,35,0.883159712536302,21.96,0.189214652583771,33.18,0.3827877654449,Just ok
2600,549,90.542,75,2,5,65,0.724282788909172,147.3,0.370856872269631,12.12,3.76347158086141,Depressed
2606,537,746.059,59,7,17,44,0.707164679889786,133.54,0.371837975797583,11.95,3.70201005505752,Coping
2607,360,334.469,33,4,22,28,0.16485353153417,370.88,0.89317200030462,2.36,6.74392696825883,Prospering
2608,595,376.462,46,4,10,51,0.814905390453987,76.86,0.170462811836107,13.15,1.83319935198112,Suffering
2615,561,402.181,34,10,22,27,0.67704582020751,151.99,0.388414810771297,13.26,3.89569878664323,Doing well
2639,142,475.868,45,1,18,44,0.444725007544522,245.48,0.598467703057769,12.82,5.74975725495015,Blooming
2641,393,276.231,57,9,12,46,0.284085748016902,328.03,0.70436150462956,1.71,5.39643959558376,Just ok
2643,591,113.082,46,1,21,40,0.689186866220176,184.94,0.356226804297793,11.21,3.77169145503269,Doing well
2652,400,410.391,55,5,11,46,0.868115722883817,32.76,0.1,23.94,0.350585346142801,Depressed
2662,29,412.007,46,3,13,49,0.897586754477592,33.65,0.145174688623325,33.59,0.359914844795656,Suffering
2671,244,185.651,54,3,8,66,0.0568653155477999,386.12,0.881776739832411,0.6,6.56839661986294,Strugglng
2675,154,111.863,46,4,20,39,0.94032903965959,82.06,0.226038443027214,10.27,1.94228521694605,Doing well
2685,308,257.357,38,6,28,34,0.892124955783114,53.3,0.165916145103864,12.72,1.79822715940291,Doing well
2690,266,280.923,51,5,14,43,0.360422552396207,256.37,0.546032303340487,11.2,5.27351858340584,Just ok
2693,170,698.264,43,6,21,26,0.915527544140672,50.02,0.199113897318725,21.67,0.795734317432024,Doing well
2703,258,340.186,55,2,13,45,0.498872538598429,207.14,0.495534789969665,11.87,3.78955130723994,Coping
2704,181,685.52,36,5,22,38,0.156132591429666,368.63,0.914952187258372,1.8,6.42922237260812,Prospering
2711,413,374.098,48,9,11,48,0.146530449656987,355.74,0.875978021866837,0.56,6.73583138409817,Just ok
2712,45,712.066,48,8,14,46,0.0374895916732753,340.6,0.861781320986513,1.1,6.80147656005562,Blooming
2715,495,318.524,48,5,14,47,0.725292410343541,179.9,0.37883281245502,11.58,3.69620171749677,Suffering
2716,111,980.476,42,7,25,31,0.757807539728373,111.01,0.244811954961909,11.1,1.75863578954231,Blooming
2718,418,201.95,64,12,10,63,0.561226088078733,196.63,0.524786421603899,12.31,3.68109586135709,Depressed
2719,278,551.078,46,4,14,45,0.166312534806439,328.6,0.923985968792174,0.99,6.41004051168151,Thriving
2729,587,153.939,62,11,7,67,0.415690661981868,266.04,0.551605271619174,12.81,5.4310707120499,Depressed
2732,206,436.592,52,10,8,47,0.961698198612175,27.67,0.195768531533383,23.77,0.566687939412825,Hopeless
2742,433,582.284,42,3,20,34,0.307499641069594,242.35,0.527802190591724,12.62,5.1919097039427,Thriving
2749,322,83.662,51,4,15,50,0.906413806823969,30.0,0.168130550100623,35.0,0.656277188011765,Depressed
2755,262,313.097,55,6,11,53,0.594673073525579,177.75,0.534740382444156,13.41,3.56298239110417,Suffering
2771,524,28.171,69,1,8,68,0.333698601485127,322.44,0.703024192993261,1.24,5.45770617919922,Strugglng
2777,452,156.819,65,10,8,70,0.294701714865648,324.9,0.776505282863958,0.86,5.57249324345411,Strugglng
2781,63,1360.219,24,1,12,26,0.345094482497682,305.32,0.624831619789872,2.01,5.6876242757209,Prospering
2787,254,487.718,39,3,24,32,0.872204321519719,63.47,0.19429850804026,13.32,1.71890221419127,Doing well
2789,276,307.796,42,3,20,39,0.696108199112872,85.21,0.259062626622747,12.64,1.85528467587388,Doing well
2798,186,87.373,64,4,7,69,0.552516599052993,205.06,0.506290236161911,11.6,3.73093791814914,Depressed
2803,338,109.401,70,1,10,68,0.548170741579308,197.67,0.517320285969079,13.65,3.83355865887235,Strugglng
2807,156,383.781,54,1,14,53,0.928039573882512,62.84,0.164964567756662,23.77,0.0,Suffering
2812,114,428.793,56,9,12,49,0.751101814552243,98.83,0.301474044200513,13.24,1.63294583645404,Suffering
2815,317,201.706,36,2,25,30,0.885800904023273,55.07,0.21290743405321,23.09,0.563217095702591,Doing well
2817,222,152.139,40,9,21,33,0.858010236724811,85.34,0.189404358409686,10.94,1.9487334168697,Doing well
2818,537,750.3,45,2,15,49,0.707164679889786,133.54,0.371837975797583,11.95,3.70201005505752,Coping
2819,294,51.641,51,7,11,46,0.308468966545694,336.18,0.714148738882873,2.86,5.52337625077853,Just ok
2820,105,17.375,61,3,7,66,0.89317857930059,33.29,0.176772288570427,11.74,1.73398719598647,Hopeless
2822,245,199.837,52,2,10,49,0.821436177496396,55.57,0.154423638143935,12.69,1.94523745854244,Suffering
2830,526,77.787,53,12,11,44,0.583152890246174,190.19,0.535818975234758,10.46,3.8841399393783,Suffering
2849,114,829.844,37,2,24,31,0.751101814552243,98.83,0.301474044200513,13.24,1.63294583645404,Blooming
2855,71,570.771,33,1,24,35,0.318600606180897,276.05,0.503593024487008,12.77,5.19255685166364,Prospering
2863,137,156.639,69,7,12,59,0.867517282267721,31.35,0.17482678559512,34.63,0.405440225368359,Hopeless
2865,237,331.006,55,7,9,61,0.707503567366141,138.45,0.205992357008069,11.21,1.82859508927081,Depressed
2867,522,1246.787,24,10,17,25,0.666766863352958,168.89,0.36823627063635,13.97,3.80829883821703,Doing well
2877,355,499.386,47,6,23,32,0.809034677045808,29.76,0.189039795414975,10.52,1.76083791473337,Doing well
2883,405,99.008,59,10,10,45,0.804385410262087,0.0,0.20999003367398,32.87,0.530945721898126,Hopeless
2895,507,1083.605,31,11,20,27,0.307502152691138,223.84,0.524437440708983,13.31,5.04498661063002,Blooming
2903,223,603.19,41,10,19,39,0.593186464249821,178.44,0.510255843987575,12.98,3.98405895388522,Doing well
2904,566,800.877,53,2,14,46,0.635868326283836,78.78,0.240156647447716,13.42,2.01510268828203,Coping
2912,166,80.504,69,4,5,63,0.630163084636663,147.27,0.310139304371012,12.84,3.33959947707819,Depressed
2918,475,157.741,63,9,7,65,0.68638776191537,107.17,0.307068257731231,12.06,1.85539737706587,Hopeless
2920,6,46.361,72,3,4,71,0.59121322928856,178.68,0.47948903458752,12.25,4.08985259800019,Depressed
2921,288,457.543,42,2,19,40,0.132660450896214,334.72,0.869599664281641,1.36,6.35350130201908,Thriving
2929,138,817.054,38,3,20,35,0.12638058284263,339.81,0.833584653784486,1.7,6.62274324921044,Prospering
2936,69,391.437,31,7,24,29,0.672980659712543,72.86,0.190306185716894,11.62,1.54850240999579,Doing well
2952,12,732.283,44,7,14,50,0.722113690243023,122.84,0.231177397426951,10.87,1.81995992415613,Coping
