Респондент,Сообщество,"Среднегодовой.доход,.тыс..$","Объем.потребленного.алкоголя.в.год,.л.",Количество.членов.семьи,Количество.лет.образования,"Доля.от.дохода.семьи.которая.тратится.на.продовольствие,.%",Коэффициент.Джини.сообщества,"Издержки.сообщества.на.окружающую.среду,.млн..$","Охват.беспроводной.связи.в.сообществе,.%","Количество.смертей.от.вирусных.и.респираторных.заболеваний.в.сообществе,.тыс..человек",Волатильность.потребительских.цен.в.сообществе,Ощущаемое.счастье
29378,131,761.562,45,11,18,39,0.579179931690676,211.99,0.495787193084798,12.48,3.90300062047982,6
29382,124,216.31,42,4,19,41,0.638292965216583,141.1,0.418547105162624,13.17,3.87125006357653,6
29389,138,441.57,54,6,10,54,0.12638058284263,339.81,0.833584653784486,1.7,6.62274324921044,4
29404,250,361.319,52,5,9,41,0.680793306133277,163.78,0.369902832526371,12.1,3.89377068504356,2
29412,15,246.53,52,1,15,49,0.342084013961871,254.75,0.514069445019536,12.38,5.25215060160269,5
29419,488,62.154,66,3,4,65,0.709658360729452,136.06,0.388929694548887,12.55,3.75640846564505,1
29426,99,98.62,63,8,0,66,0.901502929262204,47.2,0.161875412118404,22.17,0.464319590460969,0
29434,126,501.896,25,5,15,23,0.627187924196421,129.92,0.225314943448788,13.42,2.10009388335616,4
29436,276,156.139,52,6,9,47,0.696108199112872,85.21,0.259062626622747,12.64,1.85528467587388,1
29445,181,588.131,53,2,14,48,0.156132591429666,368.63,0.914952187258372,1.8,6.42922237260812,8
29457,176,681.966,51,5,18,45,0.919272183879313,35.7,0.195824530567216,21.24,0.3506871970755,4
29459,223,338.626,51,5,12,51,0.593186464249821,178.44,0.510255843987575,12.98,3.98405895388522,2
29466,307,92.477,61,3,11,64,0.66538003531377,210.2,0.413288809409329,13.27,3.53489933854404,2
29470,481,320.44,52,4,8,62,0.891396782356889,58.33,0.196942889157469,11.59,1.77547156839387,1
29478,478,94.281,75,7,4,72,0.873147578028982,82.13,0.244119979287199,13.09,1.60910636917903,0
29479,333,145.569,58,4,10,64,0.696107724076542,108.85,0.284419119746296,11.31,1.70895377671721,1
29483,238,54.581,67,9,4,66,0.915350808453339,51.56,0.167251383527287,34.88,0.655281732114045,0
29485,288,211.831,49,7,11,53,0.132660450896214,334.72,0.869599664281641,1.36,6.35350130201908,5
29494,437,148.143,62,7,10,66,0.907128418041273,39.45,0.198326695951622,13.94,1.80221371826617,1
29500,559,389.822,47,4,10,45,0.114393406153723,387.3,0.888608656067533,0.62,6.61272149882717,5
29507,118,225.737,41,9,20,36,0.939107687163082,28.18,0.179310944152203,33.54,0.477387236054773,2
29510,108,967.471,39,12,25,32,0.819679467260798,57.64,0.258392839777137,11.9,1.74644317704384,6
29515,228,358.828,52,7,9,48,0.493922272567394,156.02,0.52998785788633,12.0,3.60757352537991,2
29516,384,417.996,55,8,13,46,0.710665121480569,124.61,0.334746656638276,12.7,1.92168110034503,2
29518,407,867.024,35,9,23,26,0.636211101175586,132.77,0.308382950647382,11.91,1.89803663176459,7
29528,404,330.803,59,2,6,63,0.342161414835895,267.2,0.563079632118303,11.56,5.59846190352731,3
29547,114,281.463,64,2,10,61,0.751101814552243,98.83,0.301474044200513,13.24,1.63294583645404,1
29559,124,46.425,67,1,5,68,0.638292965216583,141.1,0.418547105162624,13.17,3.87125006357653,1
29563,79,603.742,42,8,23,34,0.908703524087771,79.87,0.151195258217316,11.33,1.48036945924108,6
29568,97,71.006,68,5,9,64,0.633911193869143,131.72,0.35509437555808,12.98,3.45221517061137,1
29570,369,84.05,52,4,10,46,0.941381209512168,57.8,0.106644241823268,23.05,0.260374355380188,1
29583,580,435.654,63,3,12,49,0.901697820833209,44.69,0.180669020292813,32.79,0.498536942476604,1
29595,482,49.843,63,5,10,66,0.897305294509596,64.03,0.160408733536982,22.41,0.372366501913981,0
29605,59,898.587,49,4,17,32,0.734392811842712,186.45,0.345569232201419,12.4,3.76109550595866,7
29616,118,77.587,53,10,13,62,0.939107687163082,28.18,0.179310944152203,33.54,0.477387236054773,0
29620,439,568.152,25,1,19,32,0.8571890441819,67.88,0.215227143648859,13.04,1.84112044590448,6
29628,29,737.175,46,5,17,47,0.897586754477592,33.65,0.145174688623325,33.59,0.359914844795656,4
29640,110,560.643,38,3,24,38,0.414664308410773,338.06,0.680655017034609,2.38,5.54229626222807,9
29641,469,756.861,51,3,12,44,0.828859553349725,23.26,0.163796136033351,23.32,0.41550533329238,4
29642,256,94.478,67,6,7,61,0.302131975916085,276.55,0.643811551467058,2.93,5.25524534373659,3
29644,256,86.458,70,9,8,65,0.302131975916085,276.55,0.643811551467058,2.93,5.25524534373659,3
29645,200,159.284,40,5,12,43,0.760169062982229,66.13,0.14280200422749,11.15,1.88184739241375,2
29650,263,443.818,53,2,15,44,0.0650148836455423,352.55,0.95,1.47,6.64372779416226,8
29654,137,331.44,50,8,11,49,0.867517282267721,31.35,0.17482678559512,34.63,0.405440225368359,1
29659,589,906.159,38,4,21,31,0.189278476566093,296.11,0.84355733496416,1.87,6.34417328558596,9
29660,496,52.6,61,6,10,61,0.183949561512874,325.73,0.818354186917212,0.81,5.95773312091633,3
29666,334,111.976,63,1,10,64,0.981723852734411,47.81,0.17249731272457,31.78,0.69779482172961,0
29674,93,220.927,48,2,13,49,0.704267811158496,121.34,0.370516185685839,12.39,3.63815322739187,2
29686,189,84.291,52,8,11,45,0.313919221109598,294.43,0.698120639396678,0.92,5.59952253890358,5
29696,212,762.289,42,11,14,49,0.836972813171313,37.94,0.156893079626385,22.48,0.416733791596542,4
29697,375,148.792,43,1,18,37,0.871358239351454,18.56,0.14810869803999,33.36,0.535397148128127,2
29709,79,311.609,56,1,12,48,0.908703524087771,79.87,0.151195258217316,11.33,1.48036945924108,2
29710,530,642.836,33,4,20,28,0.0862539887339418,366.01,0.93380932553134,1.3,6.57089457608674,9
29714,346,112.474,47,2,11,50,0.844700231713992,23.26,0.193858803256679,33.78,0.507044479845763,1
29736,26,38.699,52,2,12,50,0.715823725221475,158.92,0.403902454697474,14.14,3.87555183644525,2
29739,566,482.7,54,1,12,45,0.635868326283836,78.78,0.240156647447716,13.42,2.01510268828203,2
29753,28,17.259,73,1,6,61,0.308573096862725,246.47,0.493699155207889,11.76,5.32896811405983,3
29767,155,86.211,67,2,7,67,0.704445734407909,125.53,0.286418538597277,11.92,1.55200968027944,1
29775,434,207.528,48,8,6,67,0.823651329681238,98.98,0.163346376161219,11.9,1.84376275518583,1
29787,20,253.411,54,3,12,47,0.889194439310437,42.15,0.157015173416294,11.23,1.89223408013864,2
29794,204,138.92,69,1,6,65,0.633618620944381,160.03,0.379125408909594,11.53,3.82319722259639,1
29796,531,293.198,48,2,12,46,0.912195567156708,30.6,0.19505915531101,22.45,0.510129549964015,2
29799,326,66.788,68,8,7,68,0.371989130875272,309.26,0.710003088757396,2.1,5.58497365847952,3
29801,254,401.685,47,5,22,37,0.872204321519719,63.47,0.19429850804026,13.32,1.71890221419127,6
29809,265,139.734,45,10,17,42,0.815041479538129,21.99,0.197076345025236,22.7,0.586723244760154,2
29811,263,434.263,43,5,16,47,0.0650148836455423,352.55,0.95,1.47,6.64372779416226,8
29825,217,123.937,49,7,12,50,0.387977217694098,269.44,0.508525544162857,11.82,5.52568548011342,3
29826,352,89.269,71,2,5,67,0.682009542787043,128.11,0.321606378336154,13.39,3.80619485067352,1
29827,496,136.007,36,3,22,38,0.183949561512874,325.73,0.818354186917212,0.81,5.95773312091633,8
29829,144,859.464,47,8,19,41,0.310095451170033,327.37,0.712821793348604,3.58,5.82691145106403,8
29841,131,430.845,44,3,12,46,0.579179931690676,211.99,0.495787193084798,12.48,3.90300062047982,4
29847,187,715.491,40,7,20,29,0.863091841658898,43.71,0.219779878301566,22.69,0.616603610250458,6
29850,96,160.823,70,8,6,68,0.728608562175572,101.87,0.247413431434701,12.33,1.93788023052435,0
29863,582,77.31,78,1,5,65,0.698258634303916,150.86,0.443880799452069,10.91,3.78629893037187,1
29866,103,563.285,45,8,23,33,0.860152970449847,58.49,0.169881722934287,32.32,0.421923071825053,4
29867,215,239.199,42,8,26,33,0.587636939103207,96.56,0.263026260136988,12.95,1.8292261565761,6
29883,338,498.379,41,5,23,27,0.548170741579308,197.67,0.517320285969079,13.65,3.83355865887235,8
29903,102,46.586,64,3,6,63,0.300277965801239,271.05,0.561489836677817,12.26,5.47119308376432,3
29914,430,649.158,49,7,15,47,0.882510855751356,47.12,0.178884936648169,33.0,0.199959958169103,4
29926,371,43.361,68,10,6,66,0.805191843574838,170.82,0.395688303268898,10.77,3.99325023501941,0
29927,410,153.058,60,1,8,68,0.0709136738796445,384.43,0.908343435721856,1.96,6.64040376301891,4
29936,352,199.033,55,2,13,50,0.682009542787043,128.11,0.321606378336154,13.39,3.80619485067352,2
29940,222,23.098,73,2,7,70,0.858010236724811,85.34,0.189404358409686,10.94,1.9487334168697,0
29941,115,59.412,44,3,19,39,0.993755709275839,48.15,0.229781335151385,21.64,0.612630702287929,5
29945,587,137.392,68,9,5,67,0.415690661981868,266.04,0.551605271619174,12.81,5.4310707120499,1
29954,109,17.294,66,8,8,64,0.0759058085092309,380.2,0.811014275383708,1.09,6.5561960902038,3
29959,416,67.847,71,1,8,64,0.206125197143885,325.38,0.872986919691175,3.11,6.18284101419676,3
29961,113,108.842,55,2,11,65,0.199116036401928,356.13,0.825421357409278,2.3,6.35815188726248,5
29964,280,44.403,59,3,7,64,0.207334338010268,387.99,0.873116905277549,2.38,6.84581797678411,3
29973,102,306.648,45,7,14,46,0.300277965801239,271.05,0.561489836677817,12.26,5.47119308376432,5
29976,342,38.474,72,1,5,63,0.661554753899762,116.56,0.232939863190744,11.41,1.80867868341813,1
29977,91,47.924,68,2,9,64,0.243706565279675,308.29,0.67922143485506,1.36,5.56386851349401,3
29982,215,39.016,74,5,9,68,0.587636939103207,96.56,0.263026260136988,12.95,1.8292261565761,1
29999,343,845.642,36,11,21,30,0.671916181619335,164.28,0.401299305661636,11.98,3.7917911546184,7
30006,121,62.758,53,4,15,46,0.809354137577882,55.34,0.195371930692148,22.23,0.359073316721995,2
30009,163,1046.367,31,8,22,28,0.92146610040012,83.15,0.136895835130548,11.78,1.63639091578037,7
30010,490,279.605,66,4,12,44,0.363886749203553,323.94,0.799367037402389,1.02,5.45437837723214,5
30016,338,426.613,44,1,17,45,0.548170741579308,197.67,0.517320285969079,13.65,3.83355865887235,6
30019,184,1092.084,35,3,20,25,0.530436968063845,192.33,0.450339143666455,12.13,3.79699046448189,8
30021,437,193.514,49,7,14,46,0.907128418041273,39.45,0.198326695951622,13.94,1.80221371826617,2
30026,528,574.251,40,3,21,39,0.707216801274019,186.1,0.517666102365913,11.18,3.76257896612819,7
30034,137,350.793,39,6,21,38,0.867517282267721,31.35,0.17482678559512,34.63,0.405440225368359,3
30037,290,114.793,50,6,10,48,0.344622481648155,308.7,0.649411450958429,3.42,5.66764816244842,5
30049,439,576.033,33,10,22,28,0.8571890441819,67.88,0.215227143648859,13.04,1.84112044590448,6
30052,192,230.329,64,1,11,66,0.131405612740119,333.62,0.83549074576789,2.95,6.45861249854782,5
30055,422,1040.15,33,8,21,27,0.10660740400007,317.62,0.891094827101988,2.58,6.27726820263559,9
30058,536,115.53,72,3,6,70,0.343560093247299,241.6,0.528786260050233,12.64,5.32929074714545,3
30069,46,131.981,63,4,9,67,0.206018398455508,356.67,0.866145600699298,2.33,6.47307236230221,3
30072,205,54.714,68,1,8,67,0.902130124884311,32.32,0.156826184733826,32.61,0.635927540995193,0
30073,257,908.644,37,4,23,38,0.787911233715602,93.35,0.22971920037571,12.38,1.6952869411273,7
30074,438,183.29,75,3,8,69,0.291489903007806,296.46,0.67632305501277,2.69,5.61729827229173,3
30076,310,70.459,58,7,10,48,0.730684868880444,132.14,0.23402249184073,12.02,1.88723560086211,1
30087,276,144.751,50,1,10,49,0.696108199112872,85.21,0.259062626622747,12.64,1.85528467587388,2
30091,253,225.962,43,5,16,48,0.928275201461015,13.02,0.262768542238249,23.91,0.538216284029001,2
30095,390,248.757,56,2,12,52,0.356138801997474,260.35,0.497795994367275,12.09,5.54603244721637,5
30097,292,328.737,50,11,18,47,0.546059398375441,190.43,0.49015564788132,12.87,3.62963928838034,4
30100,588,370.893,55,9,13,50,0.569944423721579,189.21,0.526513670224827,13.26,3.78594135070556,2
30109,238,337.983,45,11,17,45,0.915350808453339,51.56,0.167251383527287,34.88,0.655281732114045,2
30118,359,843.864,38,1,23,32,0.381215550897287,291.22,0.741072660381439,1.76,5.58864302922449,9
30121,400,978.006,40,4,25,35,0.868115722883817,32.76,0.1,23.94,0.350585346142801,7
30128,490,203.415,57,12,11,64,0.363886749203553,323.94,0.799367037402389,1.02,5.45437837723214,3
30136,281,90.137,44,7,23,38,0.22854463199034,346.67,0.796536570057023,3.79,6.56177883629887,8
30145,358,261.855,50,8,20,43,0.365740677302984,314.51,0.69145815684043,1.49,5.62824531709678,8
30148,219,547.904,44,5,11,42,0.793618070818629,80.89,0.185396540627954,11.37,1.74651768230791,4
30152,113,145.71,55,9,11,48,0.199116036401928,356.13,0.825421357409278,2.3,6.35815188726248,5
30156,172,418.339,51,1,12,47,0.568859141740411,190.43,0.523554683843539,12.74,3.64459387744135,4
30163,150,29.347,74,4,6,69,0.688828791656122,164.68,0.380826771975228,11.31,3.62622516987167,1
30175,456,146.744,61,3,8,62,0.844626061354606,85.36,0.23154216479097,12.68,1.87978718606648,1
30182,136,240.137,33,6,23,29,0.664771246793743,162.68,0.359272839834939,13.13,3.83183634167361,6
30200,74,99.075,61,3,11,46,0.487468341064923,174.5,0.518266062253216,12.26,3.98120162735016,2
30203,92,515.181,40,6,16,48,0.816988098589621,59.04,0.229334789945123,12.09,1.52315163057657,4
30204,398,376.547,54,6,12,47,0.382544335531742,264.53,0.487221709111811,11.6,5.34869483179123,5
30209,224,160.922,42,3,14,49,0.883402847524585,14.65,0.177723519671436,33.63,0.556826005746865,2
30215,530,284.331,55,2,10,43,0.0862539887339418,366.01,0.93380932553134,1.3,6.57089457608674,5
30219,421,355.759,47,7,14,43,-0.0498537333574985,348.08,0.898103475507309,1.02,6.68439265917479,5
30230,329,520.0,45,1,19,37,0.741565743403192,138.14,0.301865542782258,12.8,2.0680019005138,6
30231,527,258.203,49,3,15,49,0.561213071934207,190.08,0.495395650180054,12.54,3.95103799235996,3
30238,131,307.883,53,6,8,61,0.579179931690676,211.99,0.495787193084798,12.48,3.90300062047982,2
30241,86,163.13,50,7,11,45,0.068745292387409,388.09,0.859208209903733,1.87,6.45809637891799,5
30242,374,716.765,46,7,10,45,0.348443114273234,315.8,0.739321922507898,0.81,5.53221665662012,6
30248,533,845.342,43,2,21,33,0.23179126598395,357.91,0.899294142178151,2.36,6.6410377446479,9
30253,400,205.085,66,2,8,67,0.868115722883817,32.76,0.1,23.94,0.350585346142801,0
30271,110,466.804,55,4,15,45,0.414664308410773,338.06,0.680655017034609,2.38,5.54229626222807,6
30272,455,716.799,34,1,20,39,0.566731476852529,158.88,0.43738525317595,13.91,3.72785094790292,7
30288,277,29.199,62,3,8,65,0.527407827178868,179.95,0.523720855412531,12.68,3.66536852432985,2
30297,499,108.066,77,6,3,64,0.163674387788238,359.97,0.872198687435707,0.98,6.62618288413583,3
30306,539,213.858,45,5,24,35,0.26117614803741,318.45,0.78538988869878,2.84,5.68058876114905,8
30325,209,743.593,47,2,15,49,0.824763678096831,47.39,0.185789776647603,22.23,0.498364377574329,4
30336,398,144.466,75,4,5,72,0.382544335531742,264.53,0.487221709111811,11.6,5.34869483179123,2
30340,459,139.597,65,3,11,62,0.113681398580953,326.26,0.838205575226129,2.16,6.42752616653218,5
30342,281,18.405,64,7,8,67,0.22854463199034,346.67,0.796536570057023,3.79,6.56177883629887,3
30373,64,297.642,52,9,12,48,0.606716726409966,135.76,0.368337944699812,13.31,3.81303437417002,2
30377,229,113.952,68,1,8,63,0.945257397956818,30.58,0.205119393318445,24.28,0.330733076922608,0
30384,109,30.786,54,9,6,63,0.0759058085092309,380.2,0.811014275383708,1.09,6.5561960902038,3
30385,26,85.396,35,5,19,28,0.715823725221475,158.92,0.403902454697474,14.14,3.87555183644525,6
30386,537,466.185,50,1,11,49,0.707164679889786,133.54,0.371837975797583,11.95,3.70201005505752,2
30391,470,804.227,46,5,14,45,0.814686053465765,26.61,0.205355217174428,23.0,0.326408750741158,4
30396,578,144.771,59,3,7,63,0.92580841485969,71.51,0.238384763804582,13.36,1.71401260287673,1
30422,223,258.322,62,4,10,66,0.593186464249821,178.44,0.510255843987575,12.98,3.98405895388522,2
30435,342,192.192,43,11,24,37,0.661554753899762,116.56,0.232939863190744,11.41,1.80867868341813,6
30444,199,71.165,50,4,12,48,0.904975405516353,21.02,0.167148825486436,32.84,0.760088072504636,1
30451,137,321.627,45,4,16,47,0.867517282267721,31.35,0.17482678559512,34.63,0.405440225368359,2
30452,357,301.311,44,3,12,51,0.880841732283982,53.06,0.141577189097791,12.65,1.82818901688235,2
30453,73,123.917,47,5,13,47,0.862796760973667,22.79,0.188497973861374,32.23,0.63474539556128,1
30456,314,346.099,48,2,14,50,0.186941074120025,349.92,0.838691058883039,2.49,6.64172769318468,7
30468,224,37.378,66,2,7,68,0.883402847524585,14.65,0.177723519671436,33.63,0.556826005746865,0
30470,339,120.446,76,2,6,72,0.347935306538694,332.7,0.730331187131579,2.43,5.52956095947391,3
30472,553,18.609,69,1,7,65,0.924119503436055,15.42,0.183917818325751,23.06,0.237023969536388,0
30477,216,599.266,56,3,13,47,0.117409943199887,343.8,0.886060771242815,1.38,6.72450049145986,7
30485,242,958.228,33,3,21,26,0.428027065980565,273.98,0.537814412375667,12.48,5.55489360524894,9
30486,533,317.114,58,2,8,61,0.23179126598395,357.91,0.899294142178151,2.36,6.6410377446479,4
30494,261,36.17,52,7,13,46,0.253781203543798,281.03,0.749933922808894,1.56,5.42640083105039,5
30514,541,48.253,66,11,9,65,0.256219154319513,334.65,0.678757932323178,0.81,5.50922019710455,3
30519,158,222.975,57,4,11,49,0.700749949935909,112.24,0.244388101638913,11.7,1.94222038212144,2
30525,464,304.499,46,1,18,40,0.785641397479207,86.32,0.156413660457173,12.51,1.65532994308588,5
30530,171,473.311,65,11,10,46,0.360075375132417,316.2,0.70436366051485,1.51,5.54030426514252,4
30533,522,336.102,57,11,7,61,0.666766863352958,168.89,0.36823627063635,13.97,3.80829883821703,1
30539,69,128.52,60,4,8,67,0.672980659712543,72.86,0.190306185716894,11.62,1.54850240999579,1
30541,515,103.407,62,7,6,69,0.629689975209576,141.64,0.302509740299409,12.32,1.8152614919869,0
30547,451,171.601,39,6,16,45,0.858885172806676,93.48,0.169359863396543,12.57,2.21663165847304,3
30548,200,215.232,37,5,25,29,0.760169062982229,66.13,0.14280200422749,11.15,1.88184739241375,6
30566,480,692.349,38,2,16,42,0.322805047923978,338.21,0.765488831322925,2.77,5.65973205099182,8
30582,545,240.452,52,1,15,48,0.275053964884972,324.83,0.883696064871039,1.21,6.50634191448209,7
30583,65,409.544,44,9,12,47,0.641705307180252,97.49,0.191087812078792,13.02,1.92523380103971,2
30596,191,34.362,52,6,7,52,0.548262522030312,185.44,0.559539710068096,11.78,3.83493297427721,1
30606,366,56.18,48,1,20,49,0.6275135114067,148.54,0.316112697632404,11.78,3.83952542911645,6
30610,306,613.52,45,11,14,47,0.269018203960437,248.82,0.557461910422195,12.05,5.48837803046631,4
30617,23,125.385,39,5,22,35,0.85169039965452,86.49,0.114399158756651,12.72,2.03640527385624,6
30619,419,118.683,55,8,10,65,0.287982082591517,341.52,0.696908130105136,1.44,5.36009356012167,3
30631,594,456.653,54,2,12,49,0.0365321382357348,353.8,0.816610165087213,2.67,6.92696580418704,6
30638,513,845.479,44,10,19,35,0.908376713929501,48.58,0.194935529971343,13.49,2.03138220109991,5
30659,306,359.894,47,4,12,49,0.269018203960437,248.82,0.557461910422195,12.05,5.48837803046631,5
30664,249,334.772,56,9,14,47,0.539434528449149,207.22,0.576451790926528,13.36,3.5520366103717,4
30676,425,11.547,66,1,6,65,0.858441220719571,62.48,0.2416551439808,13.5,2.06035617507229,0
30678,522,864.392,42,5,26,28,0.666766863352958,168.89,0.36823627063635,13.97,3.80829883821703,8
30695,553,91.889,31,6,19,32,0.924119503436055,15.42,0.183917818325751,23.06,0.237023969536388,3
30701,510,427.239,52,2,14,50,0.927873922817043,54.76,0.220680606363292,13.53,1.78808497892616,2
30703,371,97.393,59,3,9,45,0.805191843574838,170.82,0.395688303268898,10.77,3.99325023501941,2
30717,47,541.575,36,8,19,27,0.872610645049399,81.43,0.123058412382201,22.28,0.317862035030971,4
30721,117,209.928,50,8,15,47,0.373143929550873,343.38,0.697098306738083,1.93,5.33718568193195,5
30725,213,298.117,51,5,22,38,0.115038316705218,310.23,0.831476402148554,2.31,6.38102240689995,8
30739,98,504.274,26,9,27,35,0.756533985137797,39.07,0.192045589243768,11.93,1.63279873447328,6
30740,120,646.238,46,8,18,39,0.746943814346207,146.91,0.28773743839118,12.67,1.83072301780432,4
30747,375,238.358,24,6,16,26,0.871358239351454,18.56,0.14810869803999,33.36,0.535397148128127,2
30748,132,184.202,52,2,11,50,0.798876549097766,93.93,0.1601657341663,11.99,1.7356991412014,2
30761,10,483.912,34,1,23,30,0.869528219080303,40.34,0.227802334912382,32.85,0.47144764452307,6
30774,219,102.671,74,10,7,64,0.793618070818629,80.89,0.185396540627954,11.37,1.74651768230791,0
30777,468,143.37,46,2,14,52,0.832058856571518,42.72,0.152796343716694,21.76,0.512066957847411,2
30787,176,392.821,53,5,11,47,0.919272183879313,35.7,0.195824530567216,21.24,0.3506871970755,1
30807,184,501.249,51,5,11,46,0.530436968063845,192.33,0.450339143666455,12.13,3.79699046448189,4
30810,476,16.083,72,5,9,74,0.855258295223728,53.72,0.191997515438567,13.23,2.15598472217223,0
30821,312,422.069,51,1,10,44,0.811824437788677,57.54,0.214154998106451,12.48,1.86437540189938,2
30832,369,180.298,41,2,23,36,0.941381209512168,57.8,0.106644241823268,23.05,0.260374355380188,6
30850,262,626.573,49,2,22,41,0.594673073525579,177.75,0.534740382444156,13.41,3.56298239110417,8
30856,530,495.813,39,3,16,46,0.0862539887339418,366.01,0.93380932553134,1.3,6.57089457608674,8
30863,214,617.888,45,3,18,47,0.214013079855971,333.6,0.84194020866904,1.27,6.63762837676735,9
30876,564,163.631,74,3,7,67,0.496887228895464,187.16,0.581259897768735,11.58,3.93543277097266,1
30878,473,956.419,39,2,21,33,0.364146410529362,246.84,0.532461181013929,12.97,5.36015217572863,9
30896,387,17.19,67,12,6,69,0.878198568237252,44.1,0.126060276093491,32.98,0.37561878183348,0
30900,597,90.848,45,6,15,50,0.603932336383544,149.49,0.378335348811045,13.0,3.76871886862936,2
30907,210,515.066,38,3,19,36,0.87686713335731,37.78,0.192927739474706,32.42,0.665779538768506,4
30910,267,436.143,55,6,12,50,0.882718945848045,42.62,0.201480734522021,33.66,0.393937048557384,1
30912,528,597.659,48,4,18,38,0.707216801274019,186.1,0.517666102365913,11.18,3.76257896612819,6
30925,488,69.832,65,1,8,64,0.709658360729452,136.06,0.388929694548887,12.55,3.75640846564505,1
30926,65,439.465,54,4,10,50,0.641705307180252,97.49,0.191087812078792,13.02,1.92523380103971,2
30930,452,748.329,35,4,23,29,0.294701714865648,324.9,0.776505282863958,0.86,5.57249324345411,9
30947,304,259.336,35,4,18,39,0.349065256235844,281.59,0.564749945201507,11.97,5.1451485937,8
30971,446,85.751,41,1,21,37,0.851955282237543,66.76,0.212857266049271,10.96,2.0173432646876,6
30975,281,47.268,51,8,11,49,0.22854463199034,346.67,0.796536570057023,3.79,6.56177883629887,4
30981,260,780.899,42,7,13,49,0.172393061716065,320.44,0.878551454232128,1.71,6.38811247749875,7
30985,406,174.938,60,6,9,63,0.774185640743697,58.9,0.195459155746757,11.31,1.60188689939744,1
30988,267,786.859,44,7,21,42,0.882718945848045,42.62,0.201480734522021,33.66,0.393937048557384,4
30991,463,546.599,44,1,22,40,0.805863502994478,128.64,0.365458770135258,12.72,3.63607981518681,6
30992,364,115.033,65,12,6,68,0.120966453168696,309.38,0.873998245124067,2.26,6.38966714043554,3
30995,95,126.629,56,7,9,49,0.635159246522758,182.51,0.559174675504887,11.31,3.94471520240923,1
31003,398,125.912,68,4,6,67,0.382544335531742,264.53,0.487221709111811,11.6,5.34869483179123,3
31006,76,789.892,46,11,19,39,0.53654204917947,200.45,0.488659502359786,10.9,3.74918091648326,7
31008,241,660.927,46,7,14,48,0.117078022077009,318.02,0.823830510665138,1.59,6.49915845097074,6
31016,376,171.062,54,9,10,48,0.946391688507339,35.25,0.14429760212046,33.0,0.146471660629314,0
31041,127,454.49,55,11,10,51,0.725224567224454,89.13,0.263592163540267,13.73,1.98034993327851,1
31043,29,195.121,72,2,3,64,0.897586754477592,33.65,0.145174688623325,33.59,0.359914844795656,0
31060,228,367.301,51,4,11,49,0.493922272567394,156.02,0.52998785788633,12.0,3.60757352537991,2
31065,588,642.348,47,2,21,39,0.569944423721579,189.21,0.526513670224827,13.26,3.78594135070556,7
31066,518,195.699,57,6,6,62,0.855697088920606,43.54,0.192551685506163,22.14,0.123997302924405,0
31072,270,116.937,44,3,17,39,0.833148518444945,22.97,0.179594903621012,34.25,0.52670728781199,2
31077,2,399.238,48,1,12,46,0.235625324993569,299.34,0.725899255252895,2.11,5.20071359773767,5
31081,201,731.889,35,2,24,31,0.058414609088433,321.09,0.872407058528416,2.83,6.42409257059697,9
31085,101,87.761,41,2,23,31,0.725819073770851,126.92,0.222187631975002,12.98,2.0477244407922,6
31097,296,418.328,54,10,10,46,1.01226782811728,7.93,0.153713244738123,33.36,0.231679400599252,0
31105,86,83.895,62,9,8,64,0.068745292387409,388.09,0.859208209903733,1.87,6.45809637891799,3
31110,148,221.18,48,4,18,40,0.35277329370408,303.19,0.677503927549545,0.93,5.21864984518549,8
31119,259,199.307,65,8,11,65,0.855852390643453,27.05,0.121965652633479,32.16,0.10250305109051,0
31122,471,283.59,45,6,15,45,0.273412658787799,319.52,0.722546138055201,0.63,5.51235955387986,5
31128,481,683.867,50,4,13,46,0.891396782356889,58.33,0.196942889157469,11.59,1.77547156839387,4
31131,16,703.231,48,5,15,41,0.891805225528207,70.99,0.190796739094485,12.09,2.04436231688782,4
31166,360,281.766,46,1,19,40,0.16485353153417,370.88,0.89317200030462,2.36,6.74392696825883,8
31210,8,358.281,41,1,14,47,0.145401766733012,333.51,0.851411579543492,2.46,6.47099329699256,7
31226,178,293.787,55,7,11,51,0.6887114086079,99.49,0.230319160953519,14.05,1.98496601984885,2
31234,138,678.647,48,7,14,48,0.12638058284263,339.81,0.833584653784486,1.7,6.62274324921044,6
31243,506,45.501,64,5,6,63,0.695205700620555,170.39,0.376608496383671,10.87,3.68325133001272,1
31248,389,240.793,48,11,13,48,0.657164257474051,156.49,0.367926912336983,11.66,3.6389608657456,2
31250,507,403.471,48,8,12,45,0.307502152691138,223.84,0.524437440708983,13.31,5.04498661063002,4
31259,364,340.392,50,1,9,48,0.120966453168696,309.38,0.873998245124067,2.26,6.38966714043554,5
31264,387,79.233,35,3,21,36,0.878198568237252,44.1,0.126060276093491,32.98,0.37561878183348,5
31276,455,701.292,42,1,17,37,0.566731476852529,158.88,0.43738525317595,13.91,3.72785094790292,7
31283,502,317.945,35,1,23,27,0.18203814844581,334.02,0.87467989736524,2.32,6.22537466868996,9
31285,322,89.085,44,1,18,38,0.906413806823969,30.0,0.168130550100623,35.0,0.656277188011765,2
31288,453,1034.23,38,3,18,26,0.632809835196136,103.78,0.267839927451593,12.42,1.64097489010173,6
31295,295,183.221,65,2,5,66,0.292709728434827,235.66,0.562593103953138,12.05,5.26234855640443,3
